ID;Aktywny (0 lub 1);Nazwa;Kategorie (x,y,z…);Cena zawiera podatek. (brutto);ID reguły podatku;Koszt własny;W sprzedaży (0 lub 1);Wartość rabatu;Procent rabatu;Rabat od dnia (rrrr-mm-dd);Rabat do dnia (rrrr-mm-dd);Indeks #;Kod dostawcy #;Dostawca;Marka;EAN13;UPC;Ecotax;Szerokość;Wysokość;Głębokość;Waga;Czas dostawy produktów dostępnych w magazynie:;Czas dostawy wyprzedanych produktów z możliwością rezerwacji:;Ilość;Minimalna ilość;Niski poziom produktów w magazynie;Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu;Widoczność;Dodatkowe koszty przesyłki;Jednostka dla ceny za jednostkę;Cena za jednostkę;Podsumowanie;Opis;Tagi (x,y,z…);Meta-tytuł;Słowa kluczowe meta;Opis meta;Przepisany URL;Etykieta, gdy w magazynie;Etykieta kiedy dozwolone ponowne zamówienie;Dostępne do zamówienia (0 = Nie, 1 = Tak);Data dostępności produktu;Data wytworzenia produktu;Pokaż cenę (0 = Nie, 1 = Tak);Adresy URL zdjęcia (x,y,z…);Tekst alternatywny dla zdjęć (x,y,z…);Usuń istniejące zdjęcia (0 = Nie, 1 = Tak);Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Dostępne tylko online (0 = Nie, 1 = Tak);Stan:;Konfigurowalny (0 = Nie, 1 = Tak);Można wgrywać pliki (0 = Nie, 1 = Tak);Pola tekstowe (0 = Nie, 1 = Tak);Akcja kiedy brak na stanie;Wirtualny produkt (0 = No, 1 = Yes);Adres URL pliku;Ilość dozwolonych pobrań;Data wygaśnięcia (rrrr-mm-dd);Liczba dni;ID / Nazwa sklepu;Zaawansowane zarządzanie magazynem;Zależny od stanu magazynowego;Magazyn;Akcesoria (x,y,z…)
63;1;AIDA black 842PL_G Aldex;KINKIETY;299.00;1;;0;;;;;;;;Aldex;;;;;;;;;;3;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Aldex</dd><dt>Nr katalogowy:</dt><dd>842PL_G</dd><dt>EAN:</dt><dd>5904798651374</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal</dd><dt>Wysokość</dt><dd>85 cm</dd><dt>Szerokość</dt><dd>26 m</dd><dt>Klosz</dt><dd>14 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Aldex;Meta title-63;Meta keywords-63;Meta description-63;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/842PL_G.jpeg, https://www.imperiumlamp.pl/files/producers/aldex_logo.png;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
64;1;ESPACE white 1036C Aldex;KINKIETY;148.35;1;;0;;;;;;;;Aldex;;;;;;;;;;1;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Aldex</dd><dt>Nr katalogowy:</dt><dd>1036C</dd><dt>EAN:</dt><dd>5904798650742</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal</dd><dt>Wysokość</dt><dd>19 cm</dd><dt>Szerokość</dt><dd>27 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Aldex;Meta title-64;Meta keywords-64;Meta description-64;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/1036C.jpeg, https://www.imperiumlamp.pl/files/producers/aldex_logo.png;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
65;1;MONZA black-gold MLP6332 Milagro;KINKIETY;133.00;1;;0;;;;;;;;Milagro;;;;;;;;;;4-8;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Milagro</dd><dt>Nr katalogowy:</dt><dd>MLP6332</dd><dt>EAN:</dt><dd>5902693763321</dd><dt>Wysyłka:</dt><dd>4-8 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal</dd><dt>Wysokość</dt><dd>22 cm</dd><dt>Odległość od ściany</dt><dd>10 cm</dd><dt>Źródło światła</dt><dd>1 x 8W G9 LED 640lm 3000K</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Milagro;Meta title-65;Meta keywords-65;Meta description-65;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/mlp6332_15714_0.jpg, https://www.imperiumlamp.pl/files/100/mlp6332_15720_0.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
66;1;SAVOY 106308 Markslojd;KINKIETY;489.00;1;;0;;;;;;;;Markslojd;;;;;;;;;;164;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Markslojd</dd><dt>Nr katalogowy:</dt><dd>106308</dd><dt>EAN:</dt><dd>7330024558205</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, abażur</dd><dt>Wysokość</dt><dd>25.5 cm + (200 cm of cord)</dd><dt>Szerokość</dt><dd>26 cm</dd><dt>Źródło światła</dt><dd>2 x E27 max 60W + 1 x LED max 3W, IP20</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Markslojd;Meta title-66;Meta keywords-66;Meta description-66;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/Savoy2.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
67;1;DROPS 1014C Aldex;KINKIETY;213.60;1;;0;;;;;;;;Aldex;;;;;;;;;;1;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Aldex</dd><dt>Nr katalogowy:</dt><dd>1014C</dd><dt>EAN:</dt><dd>5904798649388</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, szkło</dd><dt>Wysokość</dt><dd>19 cm</dd><dt>Szerokość</dt><dd>30 cm</dd><dt>Odległość od ściany</dt><dd>21 cm</dd><dt>Źródło światła</dt><dd>G9 1 x LED 5W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Aldex;Meta title-67;Meta keywords-67;Meta description-67;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/1014C.jpg, https://www.imperiumlamp.pl/files/producers/aldex_logo.png;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
68;1;BLOSSOM 107770 Markslojd;KINKIETY;1249.00;1;;0;;;;;;;;Markslojd;;;;;;;;;;28;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Markslojd</dd><dt>Nr katalogowy:</dt><dd>107770</dd><dt>EAN:</dt><dd>7330024585898</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>~230V</dd><dt>Materiał</dt><dd>metal, szkło</dd><dt>Wysokość</dt><dd>3 cm</dd><dt>Średnica</dt><dd>80 cm</dd><dt>Źródło światła</dt><dd>24 x E5 max 0.8W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Markslojd;Meta title-68;Meta keywords-68;Meta description-68;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/ImageResizer-30.jpg, https://www.imperiumlamp.pl/files/100/107770_460_107770_soleil.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
69;1;VIPER white kinkiet 6512 Nowodvorski;KINKIETY;229.00;1;;0;;;;;;;;Nowodvorski;;;;;;;;;;29;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Nowodvorski</dd><dt>Nr katalogowy:</dt><dd>6512</dd><dt>EAN:</dt><dd>5903139651295</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, abażur</dd><dt>Wysokość</dt><dd>65 cm</dd><dt>Źródło światła</dt><dd>1 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Nowodvorski;Meta title-69;Meta keywords-69;Meta description-69;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/6612[1].jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
70;1;MULTI white 106969 Markslojd;KINKIETY;399.00;1;;0;;;;;;;;Markslojd;;;;;;;;;;311;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Markslojd</dd><dt>Nr katalogowy:</dt><dd>106969</dd><dt>EAN:</dt><dd>7330024569140</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal</dd><dt>Wysokość</dt><dd>13.5 cm</dd><dt>Szerokość</dt><dd>50 cm x 20 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Markslojd;Meta title-70;Meta keywords-70;Meta description-70;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/106969_460_106969_multi.jpg, https://www.imperiumlamp.pl/files/producers/Markslojd_logo_w_Imperiumlamp.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
71;1;BARNABY 107074 Markslojd;KINKIETY;469.00;1;;0;;;;;;;;Markslojd;;;;;;;;;;136;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Markslojd</dd><dt>Nr katalogowy:</dt><dd>107074</dd><dt>EAN:</dt><dd>7330024571952</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, szkło</dd><dt>Wysokość</dt><dd>35 cm</dd><dt>Szerokość</dt><dd>15 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Markslojd;Meta title-71;Meta keywords-71;Meta description-71;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/Barn.ar.jpg, https://www.imperiumlamp.pl/files/100/Barnaby1.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
72;1;MAJA black kinkiet 2537 TK Lighting;KINKIETY;171.00;1;;0;;;;;;;;TK Lighting;;;;;;;;;;25;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>TK Lighting</dd><dt>Nr katalogowy:</dt><dd>2537</dd><dt>EAN:</dt><dd>5901780525378</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, abażur</dd><dt>Wysokość</dt><dd>45 cm</dd><dt>Szerokość</dt><dd>22 cm</dd><dt>Odległość od ściany</dt><dd>19 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W + LED GU10 max 15W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;TK Lighting;Meta title-72;Meta keywords-72;Meta description-72;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/2537_MAJA_BLACK.jpg, https://www.imperiumlamp.pl/files/producers/tk_lighting_logotyp1.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
73;1;DIONE kinkiet brass 1092Y40 Aldex;KINKIETY;645.00;1;;0;;;;;;;;Aldex;;;;;;;;;;1;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Aldex</dd><dt>Nr katalogowy:</dt><dd>1092Y40</dd><dt>EAN:</dt><dd>5904798654467</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>~230V</dd><dt>Materiał</dt><dd>metal, szkło</dd><dt>Wysokość</dt><dd>67.5 cm</dd><dt>Szerokość</dt><dd>25 cm</dd><dt>Odległość od ściany</dt><dd>38 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W + 2 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Aldex;Meta title-73;Meta keywords-73;Meta description-73;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/1092Y40.jpeg, https://www.imperiumlamp.pl/files/producers/aldex_logo.png;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
74;1;VIPER black kinkiet 6513 Nowodvorski;KINKIETY;229.00;1;;0;;;;;;;;Nowodvorski;;;;;;;;;;62;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Nowodvorski</dd><dt>Nr katalogowy:</dt><dd>6513</dd><dt>EAN:</dt><dd>5903139651394</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal, abażur</dd><dt>Wysokość</dt><dd>65 cm</dd><dt>Źródło światła</dt><dd>1 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Nowodvorski;Meta title-74;Meta keywords-74;Meta description-74;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/VIPER_black_kinkiet_6513.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
75;1;MAJA black kinkiet 1884 TK Lighting;KINKIETY;107.00;1;;0;;;;;;;;TK Lighting;;;;;;;;;;10;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>TK Lighting</dd><dt>Nr katalogowy:</dt><dd>1884</dd><dt>EAN:</dt><dd>5901780518844</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, abażur</dd><dt>Wysokość</dt><dd>24 cm</dd><dt>Szerokość</dt><dd>20 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;TK Lighting;Meta title-75;Meta keywords-75;Meta description-75;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/MAJA_black_kinkiet_1884_TK_Lighting.jpg, https://www.imperiumlamp.pl/files/producers/tk_lighting_logotyp1.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
76;1;WIRE white-silver kinkiet 3240 TK Lighting;KINKIETY;113.00;1;;0;;;;;;;;TK Lighting;;;;;;;;;;1;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>TK Lighting</dd><dt>Nr katalogowy:</dt><dd>3240</dd><dt>EAN:</dt><dd>5901780532406</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>abażur, tworzywo, metal</dd><dt>Wysokość</dt><dd>40 cm</dd><dt>Odległość od ściany</dt><dd>13 cm</dd><dt>Źródło światła</dt><dd>1 x E27 15W LED</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;TK Lighting;Meta title-76;Meta keywords-76;Meta description-76;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/3240-2.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
77;1;WIRE black-gold kinkiet 826 TK Lighting;KINKIETY;113.00;1;;0;;;;;;;;TK Lighting;;;;;;;;;;;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>TK Lighting</dd><dt>Nr katalogowy:</dt><dd>826</dd><dt>EAN:</dt><dd>5901780508265</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>abażur, tworzywo, metal</dd><dt>Wysokość</dt><dd>40 cm</dd><dt>Odległość od ściany</dt><dd>13 cm</dd><dt>Źródło światła</dt><dd>1 x E27 15W LED</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;TK Lighting;Meta title-77;Meta keywords-77;Meta description-77;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/826.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
78;1;LUNA 40 black 6014 TK Lighting;KINKIETY;334.00;1;;0;;;;;;;;TK Lighting;;;;;;;;;;3-14;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>TK Lighting</dd><dt>Nr katalogowy:</dt><dd>6014</dd><dt>EAN:</dt><dd>5901780560140</dd><dt>Wysyłka:</dt><dd>3-14 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>~230V</dd><dt>Materiał</dt><dd>metal, tworzywo</dd><dt>Średnica</dt><dd>40 cm</dd><dt>Odległość od ściany</dt><dd>4 cm</dd><dt>Źródło światła</dt><dd>6 x G9</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;TK Lighting;Meta title-78;Meta keywords-78;Meta description-78;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/6014-2.jpg, https://www.imperiumlamp.pl/files/producers/tk_lighting_logotyp1.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
79;1;ERICH nickel kinkiet MOD221-WL-02-N Maytoni;KINKIETY;369.37;1;;0;;;;;;;;Maytoni;;;;;;;;;;6-12;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Maytoni</dd><dt>Nr katalogowy:</dt><dd>MOD221-WL-02-N</dd><dt>EAN:</dt><dd>4251110026879</dd><dt>Wysyłka:</dt><dd>6-12 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, szkło</dd><dt>Wysokość</dt><dd>36 cm</dd><dt>Szerokość</dt><dd>15 cm</dd><dt>Odległość od ściany</dt><dd>33 cm</dd><dt>Źródło światła</dt><dd>2 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Maytoni;Meta title-79;Meta keywords-79;Meta description-79;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/MOD221-WL-02-N_on_w_(1)_standard.jpeg, https://www.imperiumlamp.pl/files/producers/maytoni_chandeliers.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
80;1;DIONE kinkiet white 1092Y Aldex;KINKIETY;459.80;1;;0;;;;;;;;Aldex;;;;;;;;;;4-14;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Aldex</dd><dt>Nr katalogowy:</dt><dd>1092Y</dd><dt>EAN:</dt><dd>5904798654382</dd><dt>Wysyłka:</dt><dd>4-14 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>~230V</dd><dt>Materiał</dt><dd>metal, szkło</dd><dt>Wysokość</dt><dd>67.5 cm</dd><dt>Szerokość</dt><dd>20 cm</dd><dt>Odległość od ściany</dt><dd>38 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W + 2x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Aldex;Meta title-80;Meta keywords-80;Meta description-80;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/1092Y.jpeg, https://www.imperiumlamp.pl/files/producers/aldex_logo.png;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
81;1;LOVE kinkiet 104891 Markslojd;KINKIETY;51.37;1;;0;;;;;;;;Markslojd;;;;;;;;;;1;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Markslojd</dd><dt>Nr katalogowy:</dt><dd>104891</dd><dt>EAN:</dt><dd>7330024532854</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>szkło, metal</dd><dt>Wysokość</dt><dd>26.5 cm</dd><dt>Szerokość</dt><dd>25.5 cm</dd><dt>Źródło światła</dt><dd>1 x E14 max 40W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Markslojd;Meta title-81;Meta keywords-81;Meta description-81;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/Arrangament_love_Markslojd.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
82;1;SIMPLE kinkiet 6973 Nowodvorski;KINKIETY;47.20;1;;0;;;;;;;;Nowodvorski;;;;;;;;;;2;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Nowodvorski</dd><dt>Nr katalogowy:</dt><dd>6973</dd><dt>EAN:</dt><dd>5903139697392</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal</dd><dt>Wysokość</dt><dd>52 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Nowodvorski;Meta title-82;Meta keywords-82;Meta description-82;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/SIMPLE_kinkiet_6973.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
83;1;EYE black I kinkiet S 6842 Nowodvorski;KINKIETY;99.00;1;;0;;;;;;;;Nowodvorski;;;;;;;;;;90;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Nowodvorski</dd><dt>Nr katalogowy:</dt><dd>6842</dd><dt>EAN:</dt><dd>5903139684293</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal</dd><dt>Wysokość</dt><dd>21 cm</dd><dt>Odległość od ściany</dt><dd>21 cm</dd><dt>Źródło światła</dt><dd>1 x GU10 max 35W, only LED</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Nowodvorski;Meta title-83;Meta keywords-83;Meta description-83;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/6842-1.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
84;1;MANUFACTURE kinkiet 9742 Nowodvorski;KINKIETY;125.00;1;;0;;;;;;;;Nowodvorski;;;;;;;;;;99;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Nowodvorski</dd><dt>Nr katalogowy:</dt><dd>9742</dd><dt>EAN:</dt><dd>5903139974295</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal</dd><dt>Wysokość</dt><dd>32 cm</dd><dt>Odległość od ściany</dt><dd>33 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Nowodvorski;Meta title-84;Meta keywords-84;Meta description-84;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/MANUFACTURE_kinkiet_9742.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
85;1;ST PETERSBURG W02141CP Cosmo Light;KINKIETY;539.00;1;;0;;;;;;;;Cosmo Light;;;;;;;;;;4-8;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Cosmo Light</dd><dt>Nr katalogowy:</dt><dd>W02141CP</dd><dt>EAN:</dt><dd>5902115962141</dd><dt>Wysyłka:</dt><dd>4-8 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>metal, szkło, kryształ</dd><dt>Wysokość</dt><dd>36.5 cm</dd><dt>Szerokość</dt><dd>28 cm</dd><dt>Odległość od ściany</dt><dd>16 cm</dd><dt>Źródło światła</dt><dd>2 x E14 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Cosmo Light;Meta title-85;Meta keywords-85;Meta description-85;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/st_petersburg_w02141cp.png, https://www.imperiumlamp.pl/files/producers/cosmo_lighting_imperium.jpg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
86;1;VETRO kinkiet 9132 Nowodvorski;KINKIETY;159.00;1;;0;;;;;;;;Nowodvorski;;;;;;;;;;102;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Nowodvorski</dd><dt>Nr katalogowy:</dt><dd>9132</dd><dt>EAN:</dt><dd>5903139913294</dd></dl>;<span>Dane techniczne</span><dl><dt></dt><dd></dd><dt></dt><dd></dd><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>szkło, stal</dd><dt>Wysokość</dt><dd>33 cm</dd><dt>Szerokość</dt><dd>18 cm</dd><dt>Odległość od ściany</dt><dd>22 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Nowodvorski;Meta title-86;Meta keywords-86;Meta description-86;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/VETRO_kinkiet_9132.jpg, https://www.imperiumlamp.pl/templates/images/facebook.svg;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
87;1;AIDA black-gold 843C_1 Aldex;KINKIETY;410.00;1;;0;;;;;;;;Aldex;;;;;;;;;;4-14;1;1;1;both;;;;<dl><dt>Producent:</dt><dd>Aldex</dd><dt>Nr katalogowy:</dt><dd>843C_1</dd><dt>EAN:</dt><dd>5904798639259</dd><dt>Wysyłka:</dt><dd>4-14 dni roboczych</dd></dl>;<span>Dane techniczne</span><dl><dt>Zasilanie</dt><dd>230</dd><dt>Materiał</dt><dd>stal</dd><dt>Wysokość</dt><dd>150 cm</dd><dt>Szerokość</dt><dd>100 cm</dd><dt>Klosz</dt><dd>17 cm</dd><dt>Źródło światła</dt><dd>1 x E27 max 60W</dd><dt>Lampa sprzedawana jest bez żarówek</dt><dd></dd></dl>;Aldex;Meta title-87;Meta keywords-87;Meta description-87;nowoczesne-kinkiety-scienne,29;Dostępny;Niedostępny;1;;;1;https://www.imperiumlamp.pl/files/600/843C_1.jpg, https://www.imperiumlamp.pl/files/producers/aldex_logo.png;;0;;0;new;0;0;0;0;0;;;;;0;0;0;0;
